cluster_postcode,entity_1_kvk,entity_1_name,entity_1_insolvency,entity_1_bankruptcy_date,entity_2_kvk,entity_2_name,entity_2_insolvency,entity_2_bankruptcy_date,shared_sbi_codes,signals,name_similarity
8400AC,50062409,ZiuZ Pharma Automation B.V.,F.18/24/203,2024-06-28,73567817,ZiuZ Medical Imaging B.V.,F.18/24/202,2024-06-28,32502,same_postcode;shared_sbi,0.48
2803PE,24114856,Royal Imtech N.V.,F.10/15/577,2015-08-14,59693916,Imtech Group B.V.,F.10/15/580,2015-08-14,64210,same_postcode;shared_sbi,0.48
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,"56111,64210",same_postcode;shared_sbi,0.47
4003AZ,77902335,Vava Plaza B.V.,F.10/25/337,2025-09-10,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,"56111,64210",same_postcode;shared_sbi,0.47
1072SB,56235852,Blake & Partners Nederland B.V.,F.13/25/52,2025-02-12,56669623,Four Life Sciences Recruitment Netherlands B.V.,F.13/25/47,2025-02-12,78100,same_postcode;shared_sbi,0.47
8263BL,64136825,Zonnegilde Holding B.V.,F.08/25/229,2025-09-09,86886029,Schone Energie Groep B.V.,F.13/25/371,2025-09-09,"64210,70202",same_postcode;shared_sbi,0.47
8263BL,64136825,Zonnegilde Holding B.V.,F.08/25/229,2025-09-09,86886029,Schone Energie Groep B.V.,F.08/25/238,2025-09-12,"64210,70202",same_postcode;shared_sbi,0.47
2803PE,24147357,Imtech Capital B.V.,F.10/15/578,2015-08-14,59699124,Imtech Benelux Group B.V.,F.10/15/581,2015-08-19,64210,same_postcode;shared_sbi,0.47
7451CH,38019120,O.A.D. Vliegreizen B.V.,F.08/13/823,2013-09-26,38019123,"OAD Reizen, Participaties B.V.",F.08/13/821,2013-09-26,79120,same_postcode;shared_sbi,0.47
1072SB,56235852,Blake & Partners Nederland B.V.,F.13/25/52,2025-02-12,58510958,Ardekay Recruitment Netherlands B.V.,F.13/25/49,2025-02-12,78100,same_postcode;shared_sbi,0.46
3436ZZ,68274661,OWG Zorg B.V.,F.16/21/263,2021-11-30,66646367,OWG Facilitair B.V.,F.16/21/264,2021-11-30,"86942,87100,87302",same_postcode;shared_sbi,0.45
1072SB,58495916,Five Finance Recruitment Netherlands B.V.,F.13/25/46,2025-02-12,56235852,Blake & Partners Nederland B.V.,F.13/25/52,2025-02-12,78100,same_postcode;shared_sbi,0.45
2803PE,24114856,Royal Imtech N.V.,F.10/15/577,2015-08-14,24147357,Imtech Capital B.V.,F.10/15/578,2015-08-14,64210,same_postcode;shared_sbi,0.45
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,77902394,Vava Leidsenhage B.V.,F.09/25/308,2025-09-10,56111,same_postcode;shared_sbi,0.44
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,77902394,Vava Leidsenhage B.V.,F.10/25/344,2025-09-11,56111,same_postcode;shared_sbi,0.44
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,77902394,Vava Leidsenhage B.V.,F.09/25/308,2025-09-10,56111,same_postcode;shared_sbi,0.44
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,77902394,Vava Leidsenhage B.V.,F.10/25/344,2025-09-11,56111,same_postcode;shared_sbi,0.44
6116AH,13033629,NBR Vastgoed I B.V.,F.03/14/276,2014-07-11,14090964,NBO Project I B.V.,F.03/14/305,2014-08-05,68120,same_postcode;shared_sbi,0.44
6825MV,09116610,MPS Systems B.V.,S.05/25/10,2025-10-24,84823747,MPS Supply Chain B.V.,S.05/25/12,2025-10-24,28990,same_postcode;shared_sbi,0.44
6825MV,09116610,MPS Systems B.V.,S.05/25/10,2025-10-24,84823747,MPS Supply Chain B.V.,F.05/25/396,2025-10-29,28990,same_postcode;shared_sbi,0.44
6825MV,84823747,MPS Supply Chain B.V.,S.05/25/12,2025-10-24,09116610,MPS Systems B.V.,F.05/25/393,2025-10-29,28990,same_postcode;shared_sbi,0.44
6825MV,84823747,MPS Supply Chain B.V.,F.05/25/396,2025-10-29,09116610,MPS Systems B.V.,F.05/25/393,2025-10-29,28990,same_postcode;shared_sbi,0.44
2803PE,59699027,Imtech UK Group B.V.,F.10/15/640,2015-09-10,24114856,Royal Imtech N.V.,F.10/15/577,2015-08-14,64210,same_postcode;shared_sbi,0.44
7514AR,67278353,Carlease Twente B.V.,F.08/19/255,2019-09-12,06082895,Auto Bleeker Enschede B.V.,F.08/19/257,2019-09-12,"47810,95311",same_postcode;shared_sbi,0.44
6921RE,09090629,S.C.R. Retail B.V.,F.05/23/214,2023-06-26,09162228,Chasin' Retail Nederland B.V.,F.05/23/218,2023-06-26,47713,same_postcode;shared_sbi,0.43
2231BZ,75457210,Grower Connect B.V.,F.05/25/399,2025-10-30,61339598,Flower Business Support B.V.,F.09/24/403,2024-10-23,46220,same_postcode;shared_sbi,0.43
2231BZ,75457210,Grower Connect B.V.,F.09/25/361,2025-10-31,61339598,Flower Business Support B.V.,F.09/24/403,2024-10-23,46220,same_postcode;shared_sbi,0.43
1072SB,56235852,Blake & Partners Nederland B.V.,F.13/25/52,2025-02-12,34311971,LMH Engineering Recruitment Netherlands B.V.,F.13/25/50,2025-02-12,78100,same_postcode;shared_sbi,0.43
1822BN,37156159,Doehetbudget.nl B.V.,F.15/24/257,2024-09-18,55422225,Jaloezieën.nl B.V.,F.15/24/266,2024-09-19,63910,same_postcode;shared_sbi,0.43
7551DJ,82601615,RMF International B.V.,F.08/25/94,2025-04-03,08132288,RMF Trading B.V.,F.08/25/95,2025-04-03,64210,same_postcode;shared_sbi,0.43
5048CG,82778884,Joint Force B.V.,F.02/23/266,2023-10-25,18049958,Seal Force Beheer B.V.,F.02/23/268,2023-10-25,64210,same_postcode;shared_sbi,0.43
2803PE,24114856,Royal Imtech N.V.,F.10/15/577,2015-08-14,59699124,Imtech Benelux Group B.V.,F.10/15/581,2015-08-19,64210,same_postcode;shared_sbi,0.43
7451CH,38021180,OAD Reisorganisatie Holding B.V.,F.08/13/832,2013-09-26,38016313,OAD Reizen B.V.,F.08/13/822,2013-09-26,79110,same_postcode;shared_sbi,0.43
8401BL,01109026,Timpaan Kindercentra B.V.,F.17/15/202,2015-12-23,58267832,Stichting Timpaan Peuterspeelzalen Menterwolde,F.17/15/204,2015-12-23,88910,same_postcode;shared_sbi,0.42
5222AM,09054757,Le Ballon Ede B.V.,F.01/23/436,2023-12-29,54112362,She's It Fashion Agencies B.V.,F.01/25/196,2025-07-30,47712,same_postcode;shared_sbi,0.42
6116AH,52714128,Grondinvesteringsfonds B.V.,F.03/14/170,2014-05-02,14130168,GIF Ontwikkeling B.V.,F.03/14/171,2014-05-02,68120,same_postcode;shared_sbi,0.42
1016EJ,33236416,Unit Investment N.V.,F.13/20/385,2020-11-25,34278579,Synthesis Capital Management B.V.,F.13/25/358,2025-08-27,64210,same_postcode;shared_sbi,0.42
2132HZ,61659037,D-RT Shared Services Center B.V.,F.15/21/49,2021-04-07,33253095,D-RT Retail B.V.,F.15/21/48,2021-04-08,70102,same_postcode;shared_sbi,0.42
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,77902165,Vava Piusplein B.V.,F.10/25/348,2025-09-11,"56111,64210",same_postcode;shared_sbi,0.41
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.10/25/347,2025-09-11,77902165,Vava Piusplein B.V.,F.02/25/263,2025-09-10,"56111,64210",same_postcode;shared_sbi,0.41
4003AZ,77902165,Vava Piusplein B.V.,F.10/25/348,2025-09-11,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,"56111,64210",same_postcode;shared_sbi,0.41
4003AZ,77902785,Vava Hoog Catharijne B.V.,F.16/25/437,2025-09-10,77902165,Vava Piusplein B.V.,F.02/25/263,2025-09-10,"56111,64210",same_postcode;shared_sbi,0.41
5231DC,74346938,Certitudo Amsterdam City II Partner II B.V.,F.01/24/160,2024-04-17,69826056,Stichting Certitudo Offices II,F.01/24/293,2024-07-24,64210,same_postcode;shared_sbi,0.41
1092CK,90798341,Empanadas Argentinas B.V.,F.13/25/202,2025-06-04,68327609,Pand 22 Lounge B.V.,F.13/25/421,2025-10-22,56112,same_postcode;shared_sbi,0.41
7821AP,83627251,Permepa 1 B.V.,F.18/24/118,2024-04-17,83620745,Dimehouse 1 B.V.,F.18/24/116,2024-04-17,70102,same_postcode;shared_sbi,0.40
8400AC,53663438,ZiuZ Research B.V.,F.18/24/204,2024-06-28,50062409,ZiuZ Pharma Automation B.V.,F.18/24/203,2024-06-28,64210,same_postcode;shared_sbi,0.40
5222AM,54112362,She's It Fashion Agencies B.V.,F.01/25/196,2025-07-30,09060569,Le Ballon Arnhem B.V.,F.01/23/435,2023-12-29,47712,same_postcode;shared_sbi,0.39
3584BN,52402347,Hypo Fund B.V.,F.16/15/433,2015-05-28,53541294,Weststaete Spread Fund B.V.,F.16/15/435,2015-05-28,68320,same_postcode;shared_sbi,0.39
3702AC,09142751,Het Publieke Domein B.V.,F.16/25/526,2025-11-05,30172559,De Impuls voor de Zorg B.V.,F.16/26/6,2026-01-14,"70201,78100,78202",same_postcode;shared_sbi,0.39
8400AC,53664388,ZiuZ Forensics B.V.,F.18/24/201,2024-06-28,50062409,ZiuZ Pharma Automation B.V.,F.18/24/203,2024-06-28,64210,same_postcode;shared_sbi,0.39
5222AR,89615549,Boutique Brands Den Bosch B.V.,F.01/23/400,2023-12-20,09209299,Le Ballon Webshop B.V.,F.01/23/437,2023-12-29,"47712,47721",same_postcode;shared_sbi,0.38
6116AH,13033629,NBR Vastgoed I B.V.,F.03/14/276,2014-07-11,14130163,NBO Project XXXVII,F.03/14/174,2014-05-02,68120,same_postcode;shared_sbi,0.38
6116AH,14090964,NBO Project I B.V.,F.03/14/305,2014-08-05,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi,0.38
3401MN,30269551,Stichting Zorgplatform Geranós,F.16/25/455,2025-09-17,30191562,Interzorg Regulier B.V.,F.16/25/478,2025-10-01,86942,same_postcode;shared_sbi,0.38
5048AL,85361917,TI-Green B.V.,F.02/25/315,2025-11-05,85363405,HeatronX B.V.,F.02/25/314,2025-11-05,64210,same_postcode;shared_sbi,0.38
7451CH,38021180,OAD Reisorganisatie Holding B.V.,F.08/13/832,2013-09-26,14600249,Reisbureau Schoenmaeckers B.V.,F.08/13/840,2013-09-27,79110,same_postcode;shared_sbi,0.38
2991VH,52680428,Kleinverbruik Energie der Nederlanden B.V.,F.10/21/227,2021-12-06,24363863,EnergiePlaza B.V.,F.10/21/226,2021-12-06,"35150,35230",same_postcode;shared_sbi,0.37
6921RE,09137004,Score International B.V.,F.05/23/217,2023-06-26,09162228,Chasin' Retail Nederland B.V.,F.05/23/218,2023-06-26,46421,same_postcode;shared_sbi,0.37
6116AH,52714128,Grondinvesteringsfonds B.V.,F.03/14/170,2014-05-02,12051066,1A1 Ontwikkeling B.V.,F.03/14/173,2014-05-02,68120,same_postcode;shared_sbi,0.37
1272CB,32095473,FINODEX B.V.,F.16/25/522,2025-11-05,56001797,Finodex Investment Technologies B.V.,F.16/25/523,2025-11-05,62100,same_postcode;shared_sbi,0.37
4908AL,70545456,AB Sneltransport B.V.,F.02/25/358,2025-12-16,70542651,AB Vastgoed B.V.,F.02/25/360,2025-12-16,49410,same_postcode;shared_sbi,0.37
6116AH,06061766,NBR Vastgoed II B.V.,F.03/14/432,2014-10-30,12052446,Nieuwe Borg Real Estate Development B.V.,F.04/14/45,2014-02-18,64210,same_postcode;shared_sbi,0.36
6825MV,09116610,MPS Systems B.V.,S.05/25/10,2025-10-24,09153024,MPS Holding B.V.,S.05/25/9,2025-10-24,"28990,46649",same_postcode;shared_sbi,0.36
6825MV,09116610,MPS Systems B.V.,S.05/25/10,2025-10-24,09153024,MPS Holding B.V.,F.05/25/392,2025-10-29,"28990,46649",same_postcode;shared_sbi,0.36
6825MV,09153024,MPS Holding B.V.,S.05/25/9,2025-10-24,09116610,MPS Systems B.V.,F.05/25/393,2025-10-29,"28990,46649",same_postcode;shared_sbi,0.36
6825MV,09116610,MPS Systems B.V.,F.05/25/393,2025-10-29,09153024,MPS Holding B.V.,F.05/25/392,2025-10-29,"28990,46649",same_postcode;shared_sbi,0.36
1021KL,68200153,evoyo NL B.V.,F.13/23/309,2023-10-23,70539952,Metabolic B.V.,F.13/25/24,2025-01-29,71120,same_postcode;shared_sbi,0.35
6116AH,52714128,Grondinvesteringsfonds B.V.,F.03/14/170,2014-05-02,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi,0.35
1014AS,90171241,BOG Vastgoedontwikkeling B.V.,F.13/24/202,2024-05-29,67353983,Boxx Opslagverhuur Breukelen B.V.,F.13/24/221,2024-06-05,68320,same_postcode;shared_sbi,0.35
3011TH,34184392,Fortress Vastgoed Participaties B.V.,F.10/14/821,2014-09-22,32050852,Kosterijland II B.V.,F.10/15/447,2015-06-18,64210,same_postcode;shared_sbi,0.35
6116AH,52714128,Grondinvesteringsfonds B.V.,F.03/14/170,2014-05-02,14130174,GIF Grondbank B.V.,F.03/14/172,2014-05-02,68120,same_postcode;shared_sbi,0.34
6116AH,52714128,Grondinvesteringsfonds B.V.,F.03/14/170,2014-05-02,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.34
1014AS,90171241,BOG Vastgoedontwikkeling B.V.,F.13/24/202,2024-05-29,85950785,Boxx Opslagverhuur Almere Omroepweg B.V.,F.13/24/213,2024-06-03,68320,same_postcode;shared_sbi,0.34
1713GC,67151825,Blim Holding B.V.,F.15/24/255,2024-09-18,67807127,Eclipss Nederland B.V.,F.15/24/258,2024-09-18,64210,same_postcode;shared_sbi,0.34
1461GT,37146592,Maru Engineering B.V.,F.15/24/321,2024-12-04,67204155,De Groene Aggregaat Verhuur Nederland B.V.,F.15/25/298,2025-11-12,27110,same_postcode;shared_sbi,0.34
3707GE,64712109,InterAct360 B.V.,F.02/25/319,2025-11-11,64711919,Knowingo Resources B.V.,F.02/25/318,2025-11-11,62100,same_postcode;shared_sbi,0.34
3992AE,90440412,Impact Factoring I B.V.,S.16/26/1,2026-01-08,68162197,Dutch Finance Lab B.V.,S.16/26/3,2026-01-26,82910,same_postcode;shared_sbi,0.34
3992AE,90440412,Impact Factoring I B.V.,S.16/26/1,2026-01-08,68162197,Dutch Finance Lab B.V.,F.16/26/32,2026-01-27,82910,same_postcode;shared_sbi,0.34
3992AE,68162197,Dutch Finance Lab B.V.,S.16/26/3,2026-01-26,90440412,Impact Factoring I B.V.,F.16/26/31,2026-01-27,82910,same_postcode;shared_sbi,0.34
3992AE,68162197,Dutch Finance Lab B.V.,F.16/26/32,2026-01-27,90440412,Impact Factoring I B.V.,F.16/26/31,2026-01-27,82910,same_postcode;shared_sbi,0.34
7451CH,27164111,Nepal Reizen B.V.,F.08/13/826,2013-09-26,08168089,OAD Groep Holding B.V.,F.08/13/1039,2013-11-29,64210,same_postcode;shared_sbi,0.34
2991VH,51761734,Energie I&V B.V.,F.10/21/225,2021-12-06,52680428,Kleinverbruik Energie der Nederlanden B.V.,F.10/21/227,2021-12-06,35150,same_postcode;shared_sbi,0.33
6116AH,52714128,Grondinvesteringsfonds B.V.,F.03/14/170,2014-05-02,13033629,NBR Vastgoed I B.V.,F.03/14/276,2014-07-11,68120,same_postcode;shared_sbi,0.33
6116AH,13033629,NBR Vastgoed I B.V.,F.03/14/276,2014-07-11,14130159,NBP Project XXII B.V.,F.03/14/175,2014-05-02,68120,same_postcode;shared_sbi,0.33
6116AH,14130163,NBO Project XXXVII,F.03/14/174,2014-05-02,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi,0.33
1812RB,37116961,Maedilon B.V.,F.15/23/106,2023-05-19,54974011,AristoZorg B.V.,F.15/24/310,2024-11-27,78202,same_postcode;shared_sbi,0.33
1505AM,52658120,Stichting Medical,F.15/24/86,2024-03-27,81910487,Onze Zorg Nederland B.V.,F.15/24/95,2024-04-08,86942,same_postcode;shared_sbi,0.33
7821AP,83627146,Vince International 1 B.V.,F.18/24/122,2024-04-17,83627251,Permepa 1 B.V.,F.18/24/118,2024-04-17,70102,same_postcode;shared_sbi,0.33
7821AP,83620672,Permepa 2 B.V.,F.18/24/119,2024-04-17,83620656,Vince International 2 B.V.,F.18/24/123,2024-04-17,70102,same_postcode;shared_sbi,0.33
3992AE,68162197,Dutch Finance Lab B.V.,S.16/26/3,2026-01-26,68633696,Impact Factoring II B.V.,F.16/26/35,2026-01-27,"64210,64999,82910",same_postcode;shared_sbi,0.33
3992AE,68633696,Impact Factoring II B.V.,F.16/26/35,2026-01-27,68162197,Dutch Finance Lab B.V.,F.16/26/32,2026-01-27,"64210,64999,82910",same_postcode;shared_sbi,0.33
7451CH,27097078,Brooks Beheermaatschappij B.V.,F.08/13/842,2013-09-27,38021192,"Globe Reisburo, Participaties en Franchise B.V.",F.08/13/830,2013-09-26,70102,same_postcode;shared_sbi,0.33
9974SL,36011868,Goldfish B.V.,F.18/14/29,2014-01-29,02047167,Noord Zuid Beheer B.V.,F.18/14/33,2014-01-29,64210,same_postcode;shared_sbi,0.32
6116AH,13033629,NBR Vastgoed I B.V.,F.03/14/276,2014-07-11,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi,0.32
1461GT,37146592,Maru Engineering B.V.,F.15/24/321,2024-12-04,83322272,De Groene Aggregaat 01 B.V.,F.15/25/295,2025-11-12,27110,same_postcode;shared_sbi,0.32
6921RE,09162228,Chasin' Retail Nederland B.V.,F.05/23/218,2023-06-26,09085218,Score Wholesale B.V.,F.05/23/216,2023-06-26,46421,same_postcode;shared_sbi,0.31
3584BN,52402347,Hypo Fund B.V.,F.16/15/433,2015-05-28,53541197,Weststaete Spread Fund Funding B.V.,F.16/15/434,2015-05-28,68320,same_postcode;shared_sbi,0.31
3011TH,32054064,Rijsvoort Holding B.V.,F.10/15/271,2015-04-08,32050852,Kosterijland II B.V.,F.10/15/447,2015-06-18,64210,same_postcode;shared_sbi,0.31
3812PL,58590986,HLZ Industries B.V.,F.16/25/604,2025-12-23,75804646,Halter Group B.V.,F.16/25/606,2025-12-23,64210,same_postcode;shared_sbi,0.31
6116AH,14130159,NBP Project XXII B.V.,F.03/14/175,2014-05-02,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi,0.30
1016EJ,33236416,Unit Investment N.V.,F.13/20/385,2020-11-25,68831803,A-U Finance Holdings B.V.,F.13/25/521,2025-12-24,64210,same_postcode;shared_sbi,0.30
1713GC,82907331,Blim Groep B.V.,F.15/24/264,2024-09-19,67807127,Eclipss Nederland B.V.,F.15/24/258,2024-09-18,64210,same_postcode;shared_sbi,0.30
3702AC,64818527,Het Uitzend Domein B.V.,F.16/26/8,2026-01-14,30172559,De Impuls voor de Zorg B.V.,F.16/26/6,2026-01-14,"70201,78100,78202",same_postcode;shared_sbi,0.30
3763LV,30163838,S. van Ettekoven Holding B.V.,F.16/25/557,2025-11-26,72742909,SVE Group B.V.,F.16/25/597,2025-12-17,68320,same_postcode;shared_sbi,0.30
7821AP,83620672,Permepa 2 B.V.,F.18/24/119,2024-04-17,83620745,Dimehouse 1 B.V.,F.18/24/116,2024-04-17,70102,same_postcode;shared_sbi,0.30
3992AE,68162197,Dutch Finance Lab B.V.,S.16/26/3,2026-01-26,68163800,Impact Factoring B.V.,F.16/26/33,2026-01-27,"64999,82910",same_postcode;shared_sbi,0.30
3992AE,68162197,Dutch Finance Lab B.V.,F.16/26/32,2026-01-27,68163800,Impact Factoring B.V.,F.16/26/33,2026-01-27,"64999,82910",same_postcode;shared_sbi,0.30
3992AE,68163800,Impact Factoring B.V.,F.16/26/33,2026-01-27,69796947,DFL Finance B.V.,F.16/26/34,2026-01-27,"64999,82910",same_postcode;shared_sbi,0.30
7451CH,38008847,OAD B.V.,F.08/13/817,2013-09-26,08168089,OAD Groep Holding B.V.,F.08/13/1039,2013-11-29,64210,same_postcode;shared_sbi,0.30
3436ZZ,66646367,OWG Facilitair B.V.,F.16/21/264,2021-11-30,17131066,Stichting Residence Sibelius,F.16/21/290,2021-12-23,87302,same_postcode;shared_sbi,0.29
4816AX,20090778,Sprangers Vastgoedontwikkeling B.V.,F.02/20/291,2020-09-09,20024087,Accedo Advies Groep B.V.,F.02/20/317,2020-10-21,68320,same_postcode;shared_sbi,0.29
6116AH,12051066,1A1 Ontwikkeling B.V.,F.03/14/173,2014-05-02,14130163,NBO Project XXXVII,F.03/14/174,2014-05-02,68120,same_postcode;shared_sbi,0.29
1066VH,34126934,Monster Worldwide Netherlands B.V.,F.13/25/385,2025-09-17,77440927,Onetd B.V.,F.13/25/274,2025-07-09,"70201,78100",same_postcode;shared_sbi,0.29
1014AS,90171241,BOG Vastgoedontwikkeling B.V.,F.13/24/202,2024-05-29,82811245,Boxx Opslagverhuur Zoetermeer 1 B.V.,F.13/24/210,2024-06-03,68320,same_postcode;shared_sbi,0.29
3584BN,52402347,Hypo Fund B.V.,F.16/15/433,2015-05-28,55796028,Weststaete Property Fund Beheer I B.V.,F.16/15/443,2015-05-28,68320,same_postcode;shared_sbi,0.29
1042BB,95494413,Dircruz Facility's B.V.,F.13/25/437,2025-11-05,90876881,DC Multiservices B.V.,F.15/25/287,2025-11-05,"78202,81210,81221",same_postcode;shared_sbi,0.29
1042BB,95494413,Dircruz Facility's B.V.,F.13/25/437,2025-11-05,90876881,DC Multiservices B.V.,F.13/25/447,2025-11-06,"78202,81210,81221",same_postcode;shared_sbi,0.29
3732HL,62155148,112Automotive B.V.,F.16/25/538,2025-11-12,33272018,Compensa B.V.,F.16/26/36,2026-01-28,69102,same_postcode;shared_sbi,0.29
7451CH,14600249,Reisbureau Schoenmaeckers B.V.,F.08/13/840,2013-09-27,38016313,OAD Reizen B.V.,F.08/13/822,2013-09-26,79110,same_postcode;shared_sbi,0.29
8471BA,76872483,Ben Lagerhuis B.V.,F.17/23/49,2023-09-13,78080991,Stadhuys Wolvega B.V.,F.17/23/66,2023-10-17,"56111,56112,56300",same_postcode;shared_sbi,0.28
6116AH,12051066,1A1 Ontwikkeling B.V.,F.03/14/173,2014-05-02,14130174,GIF Grondbank B.V.,F.03/14/172,2014-05-02,68120,same_postcode;shared_sbi,0.28
6116AH,12051066,1A1 Ontwikkeling B.V.,F.03/14/173,2014-05-02,14090964,NBO Project I B.V.,F.03/14/305,2014-08-05,68120,same_postcode;shared_sbi,0.28
6116AH,06061766,NBR Vastgoed II B.V.,F.03/14/432,2014-10-30,12042428,Stationspark Roermond B.V.,F.03/14/185,2014-05-09,64210,same_postcode;shared_sbi,0.28
3584BN,50055720,Weststaete Duitsland B.V.,F.16/15/425,2015-05-28,52402347,Hypo Fund B.V.,F.16/15/433,2015-05-28,68320,same_postcode;shared_sbi,0.28
3584BN,52402347,Hypo Fund B.V.,F.16/15/433,2015-05-28,54623146,Weststaete Residential Fund B.V.,F.16/15/441,2015-05-28,68320,same_postcode;shared_sbi,0.28
3584BN,52402347,Hypo Fund B.V.,F.16/15/433,2015-05-28,55796168,Weststaete Property Fund Beheer II B.V.,F.16/15/444,2015-05-28,68320,same_postcode;shared_sbi,0.28
3992AE,90440412,Impact Factoring I B.V.,S.16/26/1,2026-01-08,69796947,DFL Finance B.V.,F.16/26/34,2026-01-27,82910,same_postcode;shared_sbi,0.28
3992AE,90440412,Impact Factoring I B.V.,F.16/26/31,2026-01-27,69796947,DFL Finance B.V.,F.16/26/34,2026-01-27,82910,same_postcode;shared_sbi,0.28
6116AH,13033629,NBR Vastgoed I B.V.,F.03/14/276,2014-07-11,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.27
6116AH,14130174,GIF Grondbank B.V.,F.03/14/172,2014-05-02,13041055,Nieuwe Borg Projectontwikkeling B.V.,F.04/14/55,2014-02-26,68120,same_postcode;shared_sbi,0.27
6116AH,14130174,GIF Grondbank B.V.,F.03/14/172,2014-05-02,12052447,Nieuwe Borg Ontwikkeling B.V.,F.04/14/54,2014-02-26,68120,same_postcode;shared_sbi,0.27
1014AS,90171241,BOG Vastgoedontwikkeling B.V.,F.13/24/202,2024-05-29,64893758,Boxx Opslagverhuur Utrecht 1 B.V.,F.13/24/231,2024-06-06,68320,same_postcode;shared_sbi,0.27
2913LJ,71412174,J.C. Call Solutions B.V.,F.10/25/398,2025-11-05,67862160,Cliftonschauffeursdiensten B.V.,F.10/25/467,2025-12-17,78202,same_postcode;shared_sbi,0.27
7007AA,08060199,T2 Groep B.V.,F.05/25/323,2025-08-27,71033513,O.T.J. Holding B.V.,F.05/25/325,2025-08-27,64210,same_postcode;shared_sbi,0.27
2908LT,88573702,FYN Productions B.V.,F.10/25/326,2025-09-03,94319057,Crazy Sexy Cool B.V.,F.09/25/394,2025-12-10,90392,same_postcode;shared_sbi,0.27
2908LT,88573702,FYN Productions B.V.,F.10/25/326,2025-09-03,94319057,Crazy Sexy Cool B.V.,F.10/25/454,2025-12-11,90392,same_postcode;shared_sbi,0.27
7821AP,83627146,Vince International 1 B.V.,F.18/24/122,2024-04-17,83620672,Permepa 2 B.V.,F.18/24/119,2024-04-17,70102,same_postcode;shared_sbi,0.27
7821AP,83627251,Permepa 1 B.V.,F.18/24/118,2024-04-17,83620656,Vince International 2 B.V.,F.18/24/123,2024-04-17,70102,same_postcode;shared_sbi,0.27
3992AE,68633696,Impact Factoring II B.V.,F.16/26/35,2026-01-27,69796947,DFL Finance B.V.,F.16/26/34,2026-01-27,"64999,82910",same_postcode;shared_sbi,0.27
